ClosedProbability,StrutThinning,StrutDiameter,LowerBoundStrutDiameter,UpperBoundStrutDiameter,FaceThickness,LowerBoundFaceThickness,UpperBoundFaceThickness,SorE,ObjectDiameter1,LBOD1,HBOD1,OB2,LBOD2,HBOD2,OB3,LBOD3,HBOD3,Porosity,SolidVolumeFraction,NumberOfGadObjects,Mass,Density,GrammageXDirection,GrammageYDirectionn,GrammageZDirection,SVFMeanValue,XDirImageSize,GrammageMinimalValueX,GrammageMaximalValueX,GrammageStandardDeviationX,GrammageMeanValueX,YDirImageSize,GrammageMinimalValueY,GrammageMaximalValueY,GrammageStandardDeviationY,GrammageMeanValueY,ZDirImageSize,GrammageMinimalValueZ,GrammageMaximalValueZ,GrammageStandardDeviationZ,GrammageMeanValueZ,MediumChordLengthX1,MediumChordLengthY1,MediumChordLengthZ1,MediumChordLength+X+Y1,MediumChordLength-X+Y1,MediumChordLength+X+Z1,MediumChordLength-X+Z1,MediumChordLength+Y+Z1,MediumChordLength-Y+Z1,MediumChordLength+X+Y+Z1,MediumChordLength-X+Y+Z1,MediumChordLength+X-Y+Z1,MediumChordLength+X+Y-Z1,MediumChordLengthX2,MediumChordLengthY2,MediumChordLengthZ2,MediumChordLength+X+Y2,MediumChordLength-X+Y2,MediumChordLength+X+Z2,MediumChordLength-X+Z2,MediumChordLength+Y+Z2,MediumChordLength-Y+Z2,MediumChordLength+X+Y+Z2,MediumChordLength-X+Y+Z2,MediumChordLength+X-Y+Z2,MediumChordLength+X+Y-Z2,NumberOfCountedComponents,NumberOfMaterialComponents,NumberOfPoreComponents,PoreMaterialIDs,MinimalComponentVolume,MaximalComponentVolume,MeanComponentVolume,MeanNumberOf2DComponentsXDirection,MeanNumberOf2DComponentsYDirection,MeanNumberOf2DComponentsZDirection,NumberOfVoxelSurfaces,SurfaceArea,SpecificSurfaceArea,SurfaceArea,SpecificSurfaceArea,Number of voxel edges in x-direction,Number of voxel edges in y-direction,Number of voxel edges in z-direction,Total length of three phase contact edges,Volume1,VolumeFraction1,SurfaceArea1,SpecificSurfaceArea1,IntegralMean1,SpecificIntegralMean1,IntegralTotal1,SpecificIntegralTotal1,EulerCharacteristic61,EulerCharacteristic261,Volume2,VolumeFraction2,SurfaceArea2,SpecificSurfaceArea2,IntegralMean2,SpecificIntegralMean2,IntegralTotal2,SpecificIntegralTotal2,EulerCharacteristic62,EulerCharacteristic262,Diameter1,Diameter2,Diameter3,Length1,Length2,Length3,Maximum Particle Diameter-um1,Maximum Particle Diameter-voxel1,Path Length-um1,Path Length-voxel1,Maximum Particle Diameter-um2,Maximum Particle Diameter-voxel2,Path Length-um2,Path Length-voxel2,Maximum Particle Diameter-um3,Maximum Particle Diameter-voxel3,Path Length-um3,Path Length-voxel3,OutflowMinTortuosity,OutflowMaxTortuosity,OutflowMeanTortuosity,OutflowMinPathLength,OutflowMaxPathLength,OutflowMeanPathLength,c11,c22,c33
0.8,0.8,1,0.000002,0.00001,1,0.000002,0.00001,0,1,0.00003,0.00006,0,0,0,0,0,0,0.749079176,0.250920824,6019,1.05861E-08,677.5088077,0.169377202,0.169377202,0.169377202,0.250920824,500,30.96,441.18,64.19914974,161.8439315,500,41.28,536.64,59.18019264,161.8439315,500,16.77,412.8,61.72775107,161.8439315,4.66728E-06,4.66465E-06,4.651E-06,4.69169E-06,4.72431E-06,4.68516E-06,4.70911E-06,4.69242E-06,4.71314E-06,4.71079E-06,4.75272E-06,4.75102E-06,4.7363E-06,9.81252E-06,9.7255E-06,9.845E-06,9.90878E-06,9.89876E-06,9.8584E-06,1.00315E-05,9.90395E-06,9.8786E-06,9.92572E-06,1.01148E-05,9.9015E-06,1.00668E-05,6,6,23,0,2.00E-19,3.92E-12,6.53E-13,1.948,1.794,2.078,7591112,1.89777E-06,121457.792,1.25201E-06,80128.91937,55026,56813,55106,0.0834725,3.57E-13,0.022868048,3.03676E-07,19435.25552,0.093964082,6.01E+09,2468.244628,1.58E+14,196,-679,3.56E-12,0.228052776,1.43683E-06,91957.00154,-0.039341566,-2.52E+09,-32932.26859,-2.11E+15,-2621,-1861,7.61577E-06,7.48331E-06,7.34847E-06,0.000389071,0.000404708,0.000307829,7.61577,15.2315,389.071,778.142,7.48331,14.9666,404.708,809.417,7.34847,14.6969,307.829,615.657,1.050976872,1.175686002,1.101841807,0.000262744,0.000293922,0.00027546,4.542865794,4.48070674,4.512721002
0.8,1,1,0.000002,0.00001,1,0.000002,0.00001,0,1,0.00003,0.00006,0,0,0,0,0,0,0.749778672,0.250221328,6019,1.05566E-08,675.6201055,0.168905026,0.168905026,0.168905026,0.250221328,500,30.96,439.89,64.18263477,161.3927566,500,41.28,536.64,59.12677613,161.3927566,500,16.77,412.8,61.6878694,161.3927566,4.97213E-06,4.8978E-06,4.90392E-06,5.0038E-06,4.98477E-06,4.99051E-06,5.00091E-06,4.96126E-06,4.97804E-06,5.03464E-06,5.02566E-06,5.03881E-06,5.05586E-06,1.03293E-05,1.02148E-05,1.03496E-05,1.04267E-05,1.04019E-05,1.03811E-05,1.05483E-05,1.04076E-05,1.03852E-05,1.04461E-05,1.06281E-05,1.04158E-05,1.0593E-05,15,15,20,0,1.20E-19,3.91E-12,2.61E-13,1.822,1.7,1.894,7608272,1.90206E-06,121732.352,1.25465E-06,80297.88314,46298,46734,45901,0.0694665,2.85E-13,0.018215656,2.28051E-07,14595.26019,0.073980793,4.73E+09,42673.30021,2.73E+15,3396,1652,3.63E-12,0.232005672,1.38993E-06,88955.48165,-0.035584994,-2.28E+09,-12842.30717,-8.22E+14,-1022,233,7.54983E-06,7.48331E-06,7.34847E-06,0.000512896,0.000442054,0.000315093,7.54983,15.0997,512.896,1025.79,7.48331,14.9666,442.054,884.108,7.34847,14.6969,315.093,630.187,1.04912746,1.193010688,1.104041457,0.000262282,0.000298253,0.00027601,4.5158967,4.453686184,4.481362284
1,0.4,1,0.000002,0.00001,1,0.000002,0.00001,0,1,0.00003,0.00006,0,0,0,0,0,0,0.698047752,0.301952248,7108,1.2739E-08,815.2982453,0.203824561,0.203824561,0.203824561,0.301952248,500,51.6,497.94,67.86463468,194.7592,500,46.44,505.68,64.0205772,194.7592,500,50.31,482.46,61.02537338,194.7592,5.7436E-06,5.72322E-06,5.74813E-06,5.77193E-06,5.74699E-06,5.7412E-06,5.78059E-06,5.76008E-06,5.75492E-06,5.76861E-06,5.80896E-06,5.75349E-06,5.78254E-06,9.19733E-06,9.19449E-06,9.12703E-06,9.24452E-06,9.25761E-06,9.26484E-06,9.21293E-06,9.29563E-06,9.24034E-06,9.31233E-06,9.38795E-06,9.31497E-06,9.2478E-06,1,1,168,0,4.72E-12,4.72E-12,4.72E-12,1.068,1.058,1.132,8423892,2.10597E-06,134782.272,1.39535E-06,89302.57808,56668,55985,57514,0.0850835,6.43E-13,0.041156,4.46434E-07,28571.78396,0.084306321,5.40E+09,-10766.76162,-6.89E+14,-857,-863,4.07E-12,0.260796248,1.7605E-06,112671.8479,-0.055295402,-3.54E+09,-81756.80722,-5.23E+15,-6506,-4788,8.30662E-06,8.18535E-06,8.06226E-06,0.000427698,0.000410272,0.000325013,8.30662,16.6132,427.698,855.395,8.18535,16.3707,410.272,820.543,8.06226,16.1245,325.013,650.026,1.033637404,1.147149086,1.087424636,0.000258409,0.000286787,0.000271856,6.156970347,6.179064186,6.077511107
1,0.6,1,0.000002,0.00001,1,0.000002,0.00001,0,1,0.00003,0.00006,0,0,0,0,0,0,0.697271696,0.302728304,7108,1.27718E-08,817.3936663,0.204348417,0.204348417,0.204348417,0.302728304,500,55.47,490.2,68.76033554,195.2597561,500,59.34,562.44,64.83456092,195.2597561,500,56.76,447.63,62.9272795,195.2597561,5.02492E-06,5.0042E-06,5.01474E-06,5.02899E-06,5.04858E-06,5.04125E-06,5.04506E-06,5.04308E-06,5.03455E-06,5.0607E-06,5.08269E-06,5.06895E-06,5.03913E-06,9.81889E-06,9.80336E-06,9.74532E-06,9.84739E-06,9.8734E-06,9.87794E-06,9.8345E-06,9.90925E-06,9.84569E-06,9.91542E-06,1.00106E-05,9.90773E-06,9.8669E-06,1,1,179,0,4.73E-12,4.73E-12,4.73E-12,1.11,1.078,1.1,8436246,2.10906E-06,134979.936,1.39789E-06,89464.75038,37449,37057,37316,0.055911,4.73E-13,0.0302814,3.75287E-07,24018.37331,0.088959171,5.69E+09,-11028.56101,-7.06E+14,-878,-869,4.26E-12,0.272446904,1.72512E-06,110407.3934,-0.091243379,-5.84E+09,-74282.95829,-4.75E+15,-5911,-3633,8.48528E-06,8.48528E-06,8.24621E-06,0.000381271,0.00068472,0.000470114,8.48528,16.9706,381.271,762.542,8.48528,16.9706,684.72,1369.44,8.24621,16.4924,470.114,940.228,1.03465867,1.143701196,1.086452365,0.000258665,0.000285925,0.000271613,6.148470612,6.203246358,6.118993228
1,0.8,1,0.000002,0.00001,1,0.000002,0.00001,0,1,0.00003,0.00006,0,0,0,0,0,0,0.695383472,0.304616528,7108,1.28514E-08,822.4920411,0.20562301,0.20562301,0.20562301,0.304616528,500,42.57,499.23,69.24031822,196.4776606,500,43.86,536.64,62.83409754,196.4776606,500,58.05,488.91,62.25409712,196.4776606,4.70981E-06,4.66642E-06,4.66782E-06,4.72054E-06,4.72895E-06,4.73759E-06,4.72161E-06,4.69527E-06,4.72223E-06,4.75906E-06,4.7522E-06,4.77541E-06,4.75187E-06,1.05177E-05,1.04617E-05,1.03998E-05,1.05668E-05,1.05249E-05,1.05979E-05,1.05021E-05,1.05494E-05,1.05412E-05,1.06333E-05,1.06398E-05,1.06203E-05,1.05781E-05,1,1,176,0,4.76E-12,4.76E-12,4.76E-12,1.09,1.086,1.088,8446096,2.11152E-06,135137.536,1.39824E-06,89487.07294,27653,27739,27248,0.04132,3.60E-13,0.023045456,3.04736E-07,19503.08459,0.094072587,6.02E+09,2549.926037,1.63E+14,203,-694,4.40E-12,0.281571072,1.66741E-06,106713.9287,-0.111653939,-7.15E+09,-55211.39649,-3.53E+15,-4394,-1600,8.544E-06,8.30662E-06,8.24621E-06,0.000364038,0.000425738,0.000363848,8.544,17.088,364.038,728.077,8.30662,16.6132,425.738,851.477,8.24621,16.4924,363.848,727.697,1.041864514,1.142245173,1.087432504,0.000260466,0.000285561,0.000271858,6.263836827,6.217545459,6.130042205
1,1,1,0.000002,0.00001,1,0.000002,0.00001,0,1,0.00003,0.00006,0,0,0,0,0,0,0.699633864,0.300366136,7108,1.26721E-08,811.0156002,0.2027539,0.2027539,0.2027539,0.300366136,500,43.86,479.88,67.11968556,193.7361577,500,55.47,534.06,61.94442566,193.7361577,500,49.02,472.14,66.46422014,193.7361577,4.95737E-06,4.92515E-06,4.9467E-06,4.99454E-06,5.00815E-06,5.00745E-06,5.02834E-06,4.98474E-06,5.01952E-06,5.03897E-06,5.05754E-06,5.07156E-06,5.07158E-06,1.09906E-05,1.09282E-05,1.09227E-05,1.10152E-05,1.10134E-05,1.10784E-05,1.10075E-05,1.10577E-05,1.10457E-05,1.11099E-05,1.11635E-05,1.11115E-05,1.10631E-05,1,1,179,0,4.69E-12,4.69E-12,4.69E-12,1.102,1.176,1.088,8461704,2.11542E-06,135387.264,1.4014E-06,89689.75752,24853,25006,24872,0.0373655,2.87E-13,0.018342048,2.28699E-07,14636.75614,0.074164916,4.75E+09,43306.33113,2.77E+15,3446,1664,4.41E-12,0.282024088,1.5959E-06,102137.8375,-0.096055856,-6.15E+09,-16887.10771,-1.08E+15,-1344,1861,8.60233E-06,8.3666E-06,7.87401E-06,0.000535955,0.000716394,0.000354842,8.60233,17.2047,535.955,1071.91,8.3666,16.7332,716.394,1432.79,7.87401,15.748,354.842,709.684,1.038800955,1.143061161,1.084114671,0.0002597,0.000285765,0.000271029,6.112633625,6.030682486,6.121501269
0.4,0.4,0,0.000006,0,0,0.000006,0,0,0,0.00006,0,0,0,0,0,0,0,0.896357072,0.103642928,1788,4.37258E-09,279.8452335,0.069961308,0.069961308,0.069961308,0.103642928,500,0,314.76,46.46307718,66.84968856,500,0,296.7,41.39997104,66.84968856,500,0,375.39,50.03156271,66.84968856,4.61701E-06,4.65606E-06,4.68435E-06,4.70828E-06,4.67724E-06,4.62854E-06,4.62885E-06,4.66425E-06,4.65135E-06,4.64277E-06,4.66073E-06,4.6738E-06,4.65375E-06,8.38512E-06,8.09595E-06,8.73632E-06,8.21894E-06,8.39936E-06,8.72212E-06,8.40987E-06,8.48465E-06,8.28959E-06,8.55172E-06,8.45606E-06,8.64263E-06,8.27992E-06,1,1,1,0,1.62E-12,1.62E-12,1.62E-12,14.576,16.298,14.19,3751126,9.37781E-07,60018.016,6.24005E-07,39936.31616,34930,35564,35092,0.052793,3.18E-13,0.02033908,2.72935E-07,17467.82403,0.056641184,3.63E+09,-5238.082151,-3.35E+14,-417,-408,1.30E-12,0.083303848,6.17201E-07,39500.87104,0.021940788,1.40E+09,-9877.167303,-6.32E+14,-786,-161,5.83095E-06,5.83095E-06,5.74456E-06,0.000400966,0.000639231,0.000288982,5.83095,11.6619,400.966,801.932,5.83095,11.6619,639.231,1278.46,5.74456,11.4891,288.982,577.963,1.059027672,1.305077076,1.149622917,0.000264757,0.000326269,0.000287406,1.159640126,1.111236414,1.223933791
0.4,0.4,0,0.000006,0,0,0.000006,0,0,0,0.00005,0,0,0,0,0,0,0,0.862582808,0.137417192,3163,5.79748E-09,371.0387859,0.092759696,0.092759696,0.092759696,0.137417192,500,0,366.36,48.15206595,88.63408884,500,0,367.65,46.6039561,88.63408884,500,0,374.1,55.26872832,88.63408884,4.64934E-06,4.65729E-06,4.71782E-06,4.69182E-06,4.66066E-06,4.69455E-06,4.67046E-06,4.70128E-06,4.65653E-06,4.68784E-06,4.669E-06,4.66947E-06,4.68752E-06,8.27954E-06,7.70579E-06,8.26642E-06,8.14873E-06,8.23428E-06,8.38278E-06,8.42537E-06,8.14521E-06,7.82992E-06,8.09238E-06,8.37769E-06,8.1765E-06,8.04818E-06,1,1,2,0,2.15E-12,2.15E-12,2.15E-12,16.258,17.626,17.586,4928222,1.23206E-06,78851.552,8.15393E-07,52185.1627,49901,49045,50482,0.074714,4.43E-13,0.02832952,3.78494E-07,24223.59097,0.07696735,4.93E+09,-8662.941742,-5.54E+14,-689,-694,1.70E-12,0.109087672,8.35489E-07,53471.30593,0.027718086,1.77E+09,-19933.40539,-1.28E+15,-1586,-265,5.74456E-06,5.74456E-06,5.74456E-06,0.000310457,0.000312135,0.000317279,5.74456,11.4891,310.457,620.913,5.74456,11.4891,312.135,624.271,5.74456,11.4891,317.279,634.557,1.063325644,1.22481668,1.145797133,0.000265831,0.000306204,0.000286449,1.670252606,1.623287486,1.826674862
0.4,0.4,0,0.000006,0,0,0.000006,0,0,0,0.00004,0,0,0,0,0,0,0,0.823329096,0.176670904,6242,7.45355E-09,477.0273412,0.119256835,0.119256835,0.119256835,0.176670904,500,0,357.33,52.78995082,113.9527331,500,0,399.9,49.87977736,113.9527331,500,0,345.72,54.15556146,113.9527331,4.71435E-06,4.71593E-06,4.71752E-06,4.70619E-06,4.71672E-06,4.73673E-06,4.70088E-06,4.71671E-06,4.71262E-06,4.73138E-06,4.73883E-06,4.71725E-06,4.70532E-06,7.37675E-06,7.48305E-06,7.58814E-06,7.48026E-06,7.44574E-06,7.66477E-06,7.49552E-06,7.51616E-06,7.55587E-06,7.56146E-06,7.54099E-06,7.47987E-06,7.63459E-06,1,1,8,0,2.76E-12,2.76E-12,2.76E-12,22.7,22.782,22.67,6384540,1.59613E-06,102152.64,1.06102E-06,67905.14795,76448,76693,77610,0.115375,6.70E-13,0.042850744,5.67647E-07,36329.42072,0.111373227,7.13E+09,-16811.18589,-1.08E+15,-1338,-1332,2.09E-12,0.13382016,1.1112E-06,71116.72066,0.043138374,2.76E+09,-28476.44301,-1.82E+15,-2266,-514,5.83095E-06,5.83095E-06,5.83095E-06,0.000363097,0.000418654,0.000428446,5.83095,11.6619,363.097,726.194,5.83095,11.6619,418.654,837.308,5.83095,11.6619,428.446,856.892,1.082030654,1.226700306,1.143952608,0.000270508,0.000306675,0.000285988,2.358854479,2.285522521,2.396264732
0.4,0.4,0,0.000006,0,0,0.000006,0,0,0,0.00003,0,0,0,0,0,0,0,0.76754316,0.23245684,14230,9.8071E-09,627.6543891,0.156913597,0.156913597,0.156913597,0.23245684,500,11.61,410.22,54.18227632,149.9346618,500,0,407.64,53.41003755,149.9346618,500,12.9,405.06,51.88713369,149.9346618,4.79395E-06,4.78641E-06,4.79092E-06,4.78124E-06,4.78561E-06,4.78044E-06,4.78815E-06,4.79071E-06,4.78551E-06,4.78759E-06,4.79274E-06,4.79985E-06,4.78964E-06,6.56094E-06,6.56292E-06,6.61871E-06,6.71676E-06,6.41413E-06,6.56186E-06,6.57959E-06,6.56577E-06,6.63038E-06,6.65378E-06,6.52842E-06,6.53154E-06,6.76825E-06,1,1,18,0,3.63E-12,3.63E-12,3.63E-12,33.918,34.292,33.332,8667720,2.1669E-06,138683.52,1.44712E-06,92615.65891,133228,134501,134621,0.201175,1.12E-12,0.071975976,9.39378E-07,60120.16465,0.172381885,1.10E+10,-39093.45538,-2.50E+15,-3111,-3068,2.51E-12,0.160480864,1.52147E-06,97374.00038,0.087068631,5.57E+09,-39901.36829,-2.55E+15,-3175,-986,5.83095E-06,5.74456E-06,5.74456E-06,0.000549631,0.000292801,0.000295436,5.83095,11.6619,549.631,1099.26,5.74456,11.4891,292.801,585.602,5.74456,11.4891,295.436,590.873,1.060704947,1.201886296,1.114937067,0.000265176,0.000300472,0.000278734,3.264755112,3.257935628,3.241587048
0.4,0.4,0,0.000002,0,0,0.000002,0,0,0,0.00006,0,0,0,0,0,0,0,0.966903608,0.033096392,1788,1.3963E-09,89.36323708,0.022340809,0.022340809,0.022340809,0.033096392,500,0,198.66,18.32147273,21.34717284,500,0,174.15,16.81536199,21.34717284,500,0,230.91,20.23377288,21.34717284,1.53849E-06,1.54891E-06,1.55795E-06,1.59077E-06,1.58042E-06,1.56592E-06,1.56684E-06,1.57502E-06,1.57059E-06,1.59273E-06,1.59994E-06,1.60386E-06,1.59554E-06,3.55502E-06,3.41296E-06,3.74022E-06,3.48638E-06,3.58034E-06,3.76267E-06,3.58884E-06,3.61971E-06,3.54387E-06,3.67685E-06,3.61863E-06,3.73297E-06,3.54129E-06,1,1,1,0,5.17E-13,5.17E-13,5.17E-13,18.16,20.072,17.684,3274862,8.18715E-07,52397.792,5.45658E-07,34922.08609,42618,43030,43901,0.0647745,3.86E-14,0.002471312,9.79086E-08,6266.153375,0.067419317,4.31E+09,-5355.368277,-3.43E+14,-426,-432,4.79E-13,0.03062508,5.30966E-07,33981.83398,0.029377271,1.88E+09,-30679.22306,-1.96E+15,-2441,-771,0.000002,0.000002,0.000002,0.00034399,0.000357871,0.000358569,2,4,343.99,687.981,2,4,357.871,715.741,2,4,358.569,717.137,1.101991057,1.341174722,1.190972209,0.000275498,0.000335294,0.000297743,0.291594392,0.284761996,0.319307927
0.4,0.4,0,0.000002,0,0,0.000002,0,0,0,0.00005,0,0,0,0,0,0,0,0.955699936,0.044300064,3163,1.86897E-09,119.6141598,0.02990354,0.02990354,0.02990354,0.044300064,500,0,225.75,20.40346224,28.57354128,500,0,215.43,18.97695435,28.57354128,500,0,259.29,23.58518125,28.57354128,1.548E-06,1.54675E-06,1.56717E-06,1.58331E-06,1.5744E-06,1.58141E-06,1.5757E-06,1.5841E-06,1.57012E-06,1.60226E-06,1.59823E-06,1.59803E-06,1.6067E-06,3.6209E-06,3.30933E-06,3.59891E-06,3.56624E-06,3.61148E-06,3.6913E-06,3.71642E-06,3.56112E-06,3.39816E-06,3.55061E-06,3.70203E-06,3.5945E-06,3.52966E-06,1,1,1,0,6.92E-13,6.92E-13,6.92E-13,22.066,23.352,23.066,4379854,1.09496E-06,70077.664,7.25094E-07,46405.98422,63392,61207,63819,0.094209,5.46E-14,0.003497168,1.38224E-07,8846.314816,0.094552486,6.05E+09,-9259.320748,-5.93E+14,-737,-744,6.38E-13,0.040802896,7.13807E-07,45683.6626,0.039559571,2.53E+09,-49816.75831,-3.19E+15,-3964,-1362,0.000002,0.000002,0.000002,0.000311903,0.000321614,0.000344074,2,4,311.903,623.806,2,4,321.614,643.228,2,4,344.074,688.148,1.122045636,1.280073524,1.194804549,0.000280511,0.000320018,0.000298701,0.415485432,0.410641872,0.47983221
0.4,0.4,0,0.000002,0,0,0.000002,0,0,0,0.00004,0,0,0,0,0,0,0,0.942993504,0.057006496,6242,2.40504E-09,153.9226698,0.038480667,0.038480667,0.038480667,0.057006496,500,0,201.24,22.58390048,36.76918992,500,0,228.33,22.27258986,36.76918992,500,0,214.14,23.91608808,36.76918992,1.55763E-06,1.55904E-06,1.55974E-06,1.57793E-06,1.57972E-06,1.58722E-06,1.5761E-06,1.57834E-06,1.58227E-06,1.60781E-06,1.61256E-06,1.60387E-06,1.6038E-06,3.3545E-06,3.41094E-06,3.47773E-06,3.43784E-06,3.42138E-06,3.54562E-06,3.45824E-06,3.46059E-06,3.48641E-06,3.50038E-06,3.49796E-06,3.45867E-06,3.55688E-06,1,1,1,0,8.91E-13,8.91E-13,8.91E-13,33.022,33.11,33.008,5648170,1.41204E-06,90370.72,9.40544E-07,60194.83485,98077,99034,99635,0.148373,8.44E-14,0.005402152,2.12991E-07,13631.44866,0.144608436,9.25E+09,-17943.20644,-1.15E+15,-1428,-1445,8.06E-13,0.051604344,9.29677E-07,59499.31523,0.061961753,3.97E+09,-91118.75332,-5.83E+15,-7251,-2165,0.000002,0.000002,0.000002,0.000301815,0.000306766,0.000314817,2,4,301.815,603.63,2,4,306.766,613.533,2,4,314.817,629.634,1.124260306,1.267915964,1.20056808,0.000281065,0.000316979,0.000300142,0.588154693,0.56437596,0.602952223
0.4,0.4,0,0.000002,0,0,0.000002,0,0,0,0.00003,0,0,0,0,0,0,0,0.925689872,0.074310128,14230,3.13506E-09,200.6440335,0.050161008,0.050161008,0.050161008,0.074310128,500,0,267.03,24.82746679,47.93003256,500,0,219.3,24.9682348,47.93003256,500,0,227.04,24.45725405,47.93003256,1.56523E-06,1.56588E-06,1.56564E-06,1.58631E-06,1.58404E-06,1.58423E-06,1.58634E-06,1.58638E-06,1.58697E-06,1.61092E-06,1.60996E-06,1.61464E-06,1.6124E-06,3.25387E-06,3.25453E-06,3.28735E-06,3.38592E-06,3.19806E-06,3.29279E-06,3.29729E-06,3.2862E-06,3.33156E-06,3.36837E-06,3.29182E-06,3.29596E-06,3.44621E-06,1,1,1,0,1.16E-12,1.16E-12,1.16E-12,57.572,58.238,56.73,7464780,1.86619E-06,119436.48,1.25124E-06,80079.12105,170710,171395,172513,0.257309,1.46E-13,0.009351184,3.67402E-07,23513.70015,0.245896966,1.57E+10,-41641.81062,-2.67E+15,-3314,-3338,1.01E-12,0.064958944,1.2269E-06,78521.57576,0.113870219,7.29E+09,-136366.0651,-8.73E+15,-10852,-3429,0.000002,0.000002,0.000002,0.000296208,0.000298011,0.000310765,2,4,296.208,592.416,2,4,298.011,596.023,2,4,310.765,621.53,1.110048652,1.273658037,1.172837853,0.000277512,0.000318415,0.000293209,0.765128167,0.761176898,0.749908853
0.4,0.4,0,0.00001,0,0,0.00001,0,0,0,0.00006,0,0,0,0,0,0,0,0.821849992,0.178150008,1788,7.51595E-09,481.0210551,0.120255264,0.120255264,0.120255264,0.178150008,500,0,429.57,67.87282651,114.9067552,500,0,437.31,59.77179678,114.9067552,500,0,474.72,72.27659902,114.9067552,7.81613E-06,7.9056E-06,7.94869E-06,7.96771E-06,7.92334E-06,7.84476E-06,7.83232E-06,7.90603E-06,7.89123E-06,7.85837E-06,7.88785E-06,7.92334E-06,7.87409E-06,1.14929E-05,1.11496E-05,1.19037E-05,1.12979E-05,1.15144E-05,1.18487E-05,1.15233E-05,1.1621E-05,1.13368E-05,1.16655E-05,1.1584E-05,1.17579E-05,1.13409E-05,1,1,2,0,2.78E-12,2.78E-12,2.78E-12,11.474,13.09,11.16,4114792,1.02869E-06,65836.672,6.84523E-07,43809.47634,32794,33229,32620,0.0493215,8.17E-13,0.052268152,4.14023E-07,26497.48841,0.047455295,3.04E+09,-4991.990727,-3.19E+14,-397,-394,1.97E-12,0.125881856,6.81737E-07,43631.18822,0.021534326,1.38E+09,-3137.403863,-2.01E+14,-250,-85,9.69536E-06,9.69536E-06,9.69536E-06,0.000298248,0.000308538,0.00031996,9.69536,19.3907,298.248,596.497,9.69536,19.3907,308.538,617.076,9.69536,19.3907,319.96,639.92,1.02999568,1.218690276,1.117208362,0.000257499,0.000304673,0.000279302,2.310521672,2.209449517,2.398695111
0.4,0.4,0,0.00001,0,0,0.00001,0,0,0,0.00005,0,0,0,0,0,0,0,0.766232816,0.233767184,3163,9.86238E-09,631.1924358,0.157798109,0.157798109,0.157798109,0.233767184,500,0,461.82,66.91225122,150.7798337,500,0,439.89,66.19874418,150.7798337,500,0,483.75,77.4343212,150.7798337,7.91002E-06,7.93008E-06,8.03799E-06,7.97252E-06,7.92349E-06,7.9885E-06,7.93797E-06,8.00115E-06,7.92061E-06,7.97285E-06,7.9349E-06,7.94019E-06,7.95454E-06,1.10816E-05,1.04488E-05,1.11091E-05,1.09486E-05,1.10461E-05,1.12153E-05,1.12536E-05,1.09532E-05,1.05853E-05,1.08773E-05,1.1201E-05,1.09757E-05,1.08143E-05,1,1,5,0,3.65E-12,3.65E-12,3.65E-12,11.396,12.784,12.904,5297288,1.32432E-06,84756.608,8.77366E-07,56151.41984,46971,46427,47727,0.0705625,1.13E-12,0.072087368,5.66351E-07,36246.43227,0.062302118,3.99E+09,-8421.562707,-5.39E+14,-670,-655,2.53E-12,0.161679816,9.21969E-07,59005.99212,0.028044948,1.79E+09,-3882.484921,-2.48E+14,-309,-212,9.69536E-06,9.69536E-06,9.69536E-06,0.000312266,0.000335303,0.000348407,9.69536,19.3907,312.266,624.531,9.69536,19.3907,335.303,670.607,9.69536,19.3907,348.407,696.814,1.038107634,1.191380501,1.112707615,0.000259527,0.000297845,0.000278177,3.317356335,3.202050458,3.524925002
0.4,0.4,0,0.00001,0,0,0.00001,0,0,0,0.00004,0,0,0,0,0,0,0,0.700737584,0.299262416,6242,1.26256E-08,808.0354568,0.202008864,0.202008864,0.202008864,0.299262416,500,0,499.23,71.45939974,193.0242583,500,0,461.82,66.81459669,193.0242583,500,0,457.95,72.94683432,193.0242583,8.12542E-06,8.1175E-06,8.13348E-06,8.09879E-06,8.12467E-06,8.15754E-06,8.0987E-06,8.13707E-06,8.10345E-06,8.14583E-06,8.16047E-06,8.11551E-06,8.08036E-06,9.60239E-06,9.72498E-06,9.83132E-06,9.71079E-06,9.68001E-06,9.92613E-06,9.71341E-06,9.76157E-06,9.78853E-06,9.81038E-06,9.77393E-06,9.70962E-06,9.853E-06,1,1,19,0,4.68E-12,4.68E-12,4.68E-12,14.498,14.322,14.388,6794338,1.69858E-06,108709.408,1.12951E-06,72288.3992,73308,73529,74375,0.110606,1.68E-12,0.10754104,8.27445E-07,52956.50011,0.083830741,5.37E+09,-15888.08125,-1.02E+15,-1264,-1262,3.00E-12,0.191721376,1.22744E-06,78555.90018,0.047368943,3.03E+09,-42.41150082,-2.71E+12,-3,-508,9.69536E-06,9.69536E-06,9.69536E-06,0.000302016,0.000307515,0.000310847,9.69536,19.3907,302.016,604.031,9.69536,19.3907,307.515,615.03,9.69536,19.3907,310.847,621.694,1.054192424,1.160170674,1.106160402,0.000263548,0.000290043,0.00027654,4.659260494,4.550680747,4.729384238
